kegg,entrez,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name
dre04330,100149082,42.99860767156337,0.0715485888337578,0.1745047430758859,0.4100094219367084,0.6817990359707764,0.9914324241520075,dvl3,dishevelled segment polarity protein 3
dre04330,100534909,23.305319238082525,-0.12942074363784054,0.13860364345833734,-0.9337470531699473,0.3504343871020591,0.8953268067716622,her15.1,"hairy and enhancer of split-related 15, tandem duplicate 1"
dre04330,101885597,2.3138810816025717,0.4823247209414833,0.32760951919165626,1.4722549031284908,0.14095205632205987,0.6313901464218034,dtx1,"deltex 1, E3 ubiquitin ligase"
dre04330,101886283,684.6538004226388,-0.16065453562604595,0.19877671455490703,-0.8082160729227125,0.4189662066312375,0.9405213299740165,maml3,mastermind-like transcriptional coactivator 3
dre04330,140421,56.10123047757365,-0.0685283066316262,0.07607406963337747,-0.9008103150243383,0.36768918219388835,0.9086799432294048,jag1a,jagged canonical Notch ligand 1a
dre04330,140422,224.98082405033557,-0.08721982856456516,0.11481205522446969,-0.7596748302609965,0.4474489774151643,0.9575670399508138,jag2b,jagged canonical Notch ligand 2b
dre04330,140423,35.22564120726087,-0.13599930627253592,0.14597177421794974,-0.9316822173407033,0.3515007791687519,0.8959046784515601,jag1b,jagged canonical Notch ligand 1b
dre04330,140613,156.54268233585682,-0.05583358295096271,0.10699476169878167,-0.5218347334437633,0.601785403898937,0.9914324241520075,her9,hairy-related 9
dre04330,192302,1682.9688378317364,-0.06290403759678032,0.07163625836733287,-0.8781033380362232,0.3798876416590426,0.9175206542931822,hdac1,histone deacetylase 1
dre04330,30120,248.51735635115264,-0.23358921189482051,0.07710572635090422,-3.0294664605293766,0.0024498610377053417,0.06048839034298998,dlc,deltaC
dre04330,30131,164.42864912758552,-0.2377661151511413,0.04815476927454688,-4.937540325352926,7.911405109729057e-7,1.4439607038508752e-4,dla,deltaA
dre04330,30138,408.2726034893064,0.011809110724830254,0.07114263042252987,0.16599204520121982,0.8681632103380538,0.9914324241520075,dld,deltaD
dre04330,30141,35.17346667806912,-0.5065448582691506,0.09562291922289795,-5.297316400562815,1.1751696725844637e-7,2.9300547416893882e-5,dlb,deltaB
dre04330,30158,399.55641728879056,-0.030490622469363113,0.0730422563829358,-0.4174381238924372,0.6763579743008677,0.9914324241520075,lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
dre04330,30206,493.761850976229,0.16535292257385936,0.0665206172256999,2.4857394514670275,0.012928257991394344,0.17468907069790202,tle3a,"TLE family member 3, transcriptional corepressor a"
dre04330,30221,161.19499953894538,0.4278513385304791,0.138440394637042,3.0905093824111396,0.001998134917268683,0.05288902138836774,psen1,presenilin 1
dre04330,30288,180.0813807709396,-0.008229009860281503,0.08890262893542242,-0.09256205310035248,0.9262514915156128,0.9928323958413011,her6,hairy-related 6
dre04330,30718,1282.9576406679791,0.1550078856154307,0.10458588771104722,1.4821109138901298,0.1383107852766981,0.6256809782685557,notch1a,notch receptor 1a
dre04330,321852,358.6066274284265,-0.08724551411601796,0.07222764403006467,-1.207924130540685,0.22707644681623593,0.7733031682140384,snw1,SNW domain containing 1
dre04330,323630,331.3424558739054,0.017427075695710316,0.046255880884194946,0.3767537308248502,0.7063566286229299,0.9914324241520075,dvl2,dishevelled segment polarity protein 2
dre04330,324142,113.62250537072875,0.10336607946432085,0.07806414782137219,1.3241171824592897,0.18546412988893213,0.7107294945997571,adam17a,ADAM metallopeptidase domain 17a
dre04330,334026,5.477411284437504,-0.19384988340288262,0.2241032180820614,-0.8650026762752656,0.38703731987642903,0.9211748182665451,si:dkey-40c23.2,si:dkey-40c23.2
dre04330,359836,20.34800644144921,-0.06278751669954986,0.1349438470489761,-0.46528625107865756,0.6417264793633501,0.9914324241520075,her15.2,"hairy and enhancer of split-related 15, tandem duplicate 2"
dre04330,386772,173.7814410621076,-0.1869408300823937,0.05538973193103858,-3.375008752798066,7.381334318115321e-4,0.027265047729281795,rbpja,recombination signal binding protein for immunoglobulin kappa J region a
dre04330,386808,243.49083250835002,0.41982769202330633,0.14769967863085964,2.842441472554359,0.004476945028182833,0.09190803678356921,aph1b,APH1B gamma secretase subunit
dre04330,393500,10.219289545771884,0.13555404558660966,0.14173557864922715,0.9563868640356294,0.33887681880261433,0.8868797950453737,zgc:66440,zgc:66440
dre04330,402810,87.83094865362433,-0.07580077275802924,0.09346292521641959,-0.8110250410257065,0.41735129053307474,0.939806046942675,psenen,"presenilin enhancer, gamma-secretase subunit"
dre04330,402914,29.275389887783973,-0.0034307548663646465,0.11321696269475273,-0.030302481047953883,0.9758258178926923,0.9974265871311455,her12,hairy-related 12
dre04330,414848,89.91086670510549,-0.02258925943185292,0.05749349783925636,-0.39290111544455464,0.6943925176907102,0.9914324241520075,rfng,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
dre04330,493633,2.1997546555723138,0.05355211634821247,0.34560790618595194,0.15495049560411134,0.8768603446076044,0.9914324241520075,mfng,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
dre04330,497616,272.81742293769776,0.08730670230709495,0.2273610749566804,0.38400021781973753,0.7009782860559752,0.9914324241520075,numbl,NUMB like endocytic adaptor protein
dre04330,503870,3.735579953973807,0.18557984488863796,0.3617097409314119,0.513062889627371,0.6079073295081591,0.9914324241520075,rbpjl,recombination signal binding protein for immunoglobulin kappa J region-like
dre04330,555517,138.10619393056697,0.2659972867948818,0.05620773606257438,4.732396382212496,2.218845786497729e-6,3.295812158933462e-4,kat2a,K(lysine) acetyltransferase 2A
dre04330,559273,440.6093540970842,-0.11985445130828308,0.09353456857315506,-1.281392036512605,0.2000559998820264,0.7349724306009597,ep300a,E1A binding protein p300 a
dre04330,559336,195.7421588870171,0.04573851684874075,0.055052205889403565,0.8308207838324693,0.4060748796228236,0.932304472625375,zgc:114200,zgc:114200
dre04330,560032,11.665559354427481,-0.17936700779128262,0.18057599917810638,-0.9933048057752608,0.3205614362656149,0.872908640440497,dvl1b,dishevelled segment polarity protein 1b
dre04330,560657,28.452877273942047,0.08501169662495799,0.09790739872837714,0.8682867457321025,0.3852373762434938,0.9204888963463306,adam17b,ADAM metallopeptidase domain 17b
dre04330,561503,493.2814799522534,-0.11145790436221144,0.15015539353652793,-0.7422837217971617,0.45791545232864805,0.963623888943293,ncor2,nuclear receptor corepressor 2
dre04330,563306,212.22005484183293,-0.09846691270466756,0.19845981422392908,-0.49615542113510164,0.6197847601714848,0.9914324241520075,rbpjb,recombination signal binding protein for immunoglobulin kappa J region b
dre04330,563920,2.768098789260095,0.06584218086400905,0.29484806820288045,0.22330884263655423,0.8232951455955639,0.9914324241520075,dll4,delta-like 4 (Drosophila)
dre04330,563942,14.920570117836856,-0.24371266394442723,0.15731029992591744,-1.5492479771458034,0.12132212024847022,0.5861981913425373,kat2b,K(lysine) acetyltransferase 2B
dre04330,565612,761.5010592906629,-0.07783932319877344,0.09134810605781288,-0.8521175376040099,0.3941488590926196,0.9252962391738587,ep300b,E1A binding protein p300 b
dre04330,566841,389.4598522597849,-0.1633908076168164,0.08122988845454404,-2.0114616765508586,0.04427671435724543,0.3528778189153981,crebbpa,CREB binding protein a
dre04330,567111,981.6333334103736,0.016278175838980717,0.07987938977043488,0.20378442907191097,0.8385219613163555,0.9914324241520075,crebbpb,CREB binding protein b
dre04330,567335,233.63788866465683,-0.17547331498818006,0.08210896968302485,-2.1370785148757907,0.032591606129217215,0.2978858326516134,maml1,mastermind-like transcriptional coactivator 1
dre04330,568626,151.31092830145258,-0.08446134638636703,0.07031838950057276,-1.2011274289164298,0.22970177465037425,0.777317263343638,dtx2,"deltex 2, E3 ubiquitin ligase"
dre04330,569863,0,NA,NA,NA,NA,NA,dvl1a,dishevelled segment polarity protein 1a
dre04330,570481,126.56504991068729,-0.03615733059367117,0.0869578086662943,-0.4158031480810085,0.6775540550726087,0.9914324241520075,dtx4a,"deltex 4, E3 ubiquitin ligase a"
dre04330,58026,42.02877144821945,0.2066925230808966,0.09953389436628048,2.076604400911683,0.03783808638727658,0.32374407319182663,psen2,presenilin 2
dre04330,58065,305.738239435039,0.04624737786106602,0.07777083750609522,0.5946622068643844,0.5520692891972956,0.9914324241520075,notch2,notch receptor 2
dre04330,58066,711.5129820912575,0.018654127654123203,0.1397342406193403,0.133497184165048,0.8938001910507648,0.9914324241520075,notch3,notch receptor 3
dre04330,65229,1093.3423630055302,0.16926265896205797,0.12579120033927918,1.3455842579252701,0.17843663129252463,0.6991980823423168,ctbp1,C-terminal binding protein 1
dre04330,65230,413.91601237384424,0.056849118765613896,0.1081317219871566,0.5257395121513572,0.599069206671218,0.9914324241520075,ctbp2a,C-terminal binding protein 2a
dre04330,678649,23.75070323842498,0.14146123707009461,0.12673771403646852,1.1161731781700703,0.2643480131565654,0.8202061900757776,zgc:136929,zgc:136929
dre04330,692064,142.54628810037084,0.035543920169073324,0.05478378920837469,0.6488036092917756,0.5164653242517792,0.9856680002549845,numb,NUMB endocytic adaptor protein
dre04330,794892,222.2749010521927,-0.029819631505455548,0.1419136517698048,-0.21012517917462484,0.8335699740072374,0.9914324241520075,notch1b,notch receptor 1b
dre04330,80972,247.74784123212507,-0.05343143414129821,0.03893787538732598,-1.3722226395200234,0.1699941396864578,0.685290024755807,dvl3a,dishevelled segment polarity protein 3a
