kegg,entrez,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name
dre00480,100006589,213.20185274912225,-0.1434798261472074,0.0933339965246747,-1.537272928297629,0.12422648796396883,0.5933869227141528,idh1,isocitrate dehydrogenase (NADP(+)) 1
dre00480,100124622,0.03562221857302648,0.4811086170253326,2.941953739185522,0.16353371251803817,0.8700982316654805,0.9914324241520075,gsta.2,"glutathione S-transferase, alpha tandem duplicate 2"
dre00480,100149204,0.6360104266060891,0.6457476827981478,0.4869245087801158,1.3261761754731327,0.18478134884071912,0.7092809850690146,ggcta,gamma-glutamylcyclotransferase a
dre00480,100151110,54.24651985532059,0.5306407334997417,0.07817007393886027,6.788284912136269,1.134743922250703e-11,7.201755461102473e-9,oplah,"5-oxoprolinase, ATP-hydrolysing"
dre00480,100330864,7.872690914623264,-0.20951750339181086,0.25388189593907023,-0.8252557852415499,0.4092263882672181,0.9337469753306982,LOC100330864,ribonucleotide reductase regulatory subunit M2
dre00480,100333757,4.204881000177457,-0.005195974482221217,0.3103277227255217,-0.0167435072722038,0.9866412382338252,0.998358355783617,ggt5b,gamma-glutamyltransferase 5b
dre00480,100334384,0.9360476317231308,0.16899690906662196,0.43440382414980855,0.389031817105601,0.6972526100359628,0.9914324241520075,gpx2,glutathione peroxidase 2
dre00480,114426,1769.8697141074488,0.8013429447408718,0.1465406969977394,5.468398616619338,4.541196925793186e-8,1.243263962282105e-5,odc1,ornithine decarboxylase 1
dre00480,30733,659.9448569272506,-0.08364971302089345,0.07739682492430212,-1.0807899820529714,0.27979054570321865,0.836533285300147,rrm2,ribonucleotide reductase M2 polypeptide
dre00480,30740,675.0925465894654,0.041480310515547465,0.09205597483655932,0.4505987861102295,0.6522787416907221,0.9914324241520075,rrm1,ribonucleotide reductase M1 polypeptide
dre00480,322533,9.008391556402495,-0.4620971384069669,0.2018550729008348,-2.2892520448766778,0.022064712249346526,0.23725725435618086,anpepb,alanyl (membrane) aminopeptidase b
dre00480,324366,63.47675057223967,0.3331652101176594,0.10347893387768572,3.2196428551483502,0.0012835039230297063,0.039560537583448734,gstm.1,"glutathione S-transferase mu, tandem duplicate 1"
dre00480,324900,170.91365061638948,0.22133462569343357,0.07693184962576294,2.8770220236497868,0.004014475758528148,0.08570660210772059,txndc12,thioredoxin domain containing 12 (endoplasmic reticulum)
dre00480,326857,124.85737317898474,0.09345195984660849,0.05128893776837708,1.822068537832492,0.06844458685381744,0.44123101920302593,gclc,"glutamate-cysteine ligase, catalytic subunit"
dre00480,333974,67.49033205840401,-0.02130110034446431,0.08255090545676846,-0.25803593826865534,0.7963791714046093,0.9914324241520075,gclm,"glutamate-cysteine ligase, modifier subunit"
dre00480,352926,0.0578673022890537,0.8359027476504248,2.823648873726445,0.29603636465863464,0.7672023103867335,0.9914324241520075,gpx1a,glutathione peroxidase 1a
dre00480,352928,215.41396030996094,0.007330169364876076,0.08570879051944734,0.08552412559377862,0.9318447162843888,0.9928323958413011,gpx4a,glutathione peroxidase 4a
dre00480,352929,150.81713201595724,0.13696579989466454,0.08656389571176518,1.5822508768635406,0.11359231002193218,0.568680526834659,gpx4b,glutathione peroxidase 4b
dre00480,386951,270.5475060540761,0.25558468427773817,0.07669290962796856,3.3325725352912015,8.604703700059603e-4,0.030415993775210686,idh2,isocitrate dehydrogenase (NADP(+)) 2
dre00480,393191,44.803668135858025,0.49923821279743835,0.09840809419344176,5.073141766327482,3.9130075617201286e-7,7.749697600073376e-5,gpx8,glutathione peroxidase 8 (putative)
dre00480,393387,3.424650430106801,0.23898901151179483,0.32582926424578484,0.7334792719278792,0.4632661656598598,0.9662718279972857,ggt1a,gamma-glutamyltransferase 1a
dre00480,393493,8.971598616324366,0.5057601572919498,0.16241116521758964,3.114072586169552,0.001845240884531845,0.04997900261935186,gstt2,glutathione S-transferase theta 2
dre00480,393556,15.118265161964514,0.35771562218364317,0.156887849697823,2.2800721845103276,0.022603407626019322,0.24064054821067082,gstt1b,glutathione S-transferase theta 1b
dre00480,394009,326.4271853175123,0.039117112269408914,0.06909533476466145,0.5661324661446638,0.5713037345522965,0.9914324241520075,srm,spermidine synthase
dre00480,406278,11.023069087675267,0.17507419343222513,0.1488028101928665,1.176551660585628,0.23937450137231284,0.7899596795605686,ggctb,gamma-glutamylcyclotransferase b
