"ensembl_gene_id" "external_gene_name" "description"
"1" "ENSDARG00000002285" "mcoln1a" "mucolipin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2704]"
"2" "ENSDARG00000003244" "gbp3" "guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]"
"3" "ENSDARG00000006031" "abat" "4-aminobutyrate aminotransferase [Source:ZFIN;Acc:ZDB-GENE-031006-4]"
"4" "ENSDARG00000019613" "ip6k2b" "inositol hexakisphosphate kinase 2b [Source:ZFIN;Acc:ZDB-GENE-040718-85]"
"5" "ENSDARG00000019949" "serpinh1b" "serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b [Source:ZFIN;Acc:ZDB-GENE-990415-93]"
"6" "ENSDARG00000019963" "sfxn1" "sideroflexin 1 [Source:ZFIN;Acc:ZDB-GENE-040801-45]"
"7" "ENSDARG00000027572" "as3mt" "arsenite methyltransferase [Source:ZFIN;Acc:ZDB-GENE-060312-15]"
"8" "ENSDARG00000030440" "rsrp1" "arginine/serine-rich protein 1 [Source:ZFIN;Acc:ZDB-GENE-060616-210]"
"9" "ENSDARG00000031317" "ppdpfb" "pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN;Acc:ZDB-GENE-030131-8247]"
"10" "ENSDARG00000032426" "COQ8A (1 of many)" "si:dkey-36g24.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5543]"
"11" "ENSDARG00000036028" "arrdc3b" "arrestin domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-040912-182]"
"12" "ENSDARG00000038785" "abcf2a" "ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]"
"13" "ENSDARG00000039914" "gapdhs" "glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:ZFIN;Acc:ZDB-GENE-020913-1]"
"14" "ENSDARG00000040712" "adprh" "ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]"
"15" "ENSDARG00000041060" "lgals9l3" "lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3 [Source:ZFIN;Acc:ZDB-GENE-040718-159]"
"16" "ENSDARG00000042637" "tert" "telomerase reverse transcriptase [Source:ZFIN;Acc:ZDB-GENE-080405-1]"
"17" "ENSDARG00000052155" "lrrc8ab" "leucine rich repeat containing 8 VRAC subunit Ab [Source:ZFIN;Acc:ZDB-GENE-060531-43]"
"18" "ENSDARG00000053129" "carhsp1" "calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]"
"19" "ENSDARG00000063229" "xpo1b" "exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]"
"20" "ENSDARG00000075536" "cpne1" "copine I [Source:ZFIN;Acc:ZDB-GENE-030131-3562]"
"21" "ENSDARG00000098608" "AL840638.1" ""
"22" "ENSDARG00000098733" "pxdn" "peroxidasin [Source:ZFIN;Acc:ZDB-GENE-140415-2]"
"23" "ENSDARG00000102906" "hibadha" "3-hydroxyisobutyrate dehydrogenase a [Source:ZFIN;Acc:ZDB-GENE-040801-264]"
"24" "ENSDARG00000104687" "slc16a9b" "solute carrier family 16, member 9b [Source:ZFIN;Acc:ZDB-GENE-040801-69]"
"25" "ENSDARG00000104825" "trim35-7" "tripartite motif containing 35-7 [Source:ZFIN;Acc:ZDB-GENE-050522-333]"
